gene,mean_effect,n_lines,lineage
STK16,-0.0126,1208,all
STK17A,-0.0214,1208,all
STK17B,-0.022,1208,all
STK24,0.0863,1208,all
STK25,-0.0195,1208,all
STK26,0.1449,1208,all
STK3,-0.2101,1208,all
STK31,0.1225,1208,all
STK32A,0.0743,1208,all
STK32B,0.0493,1208,all
STK32C,0.0767,1208,all
STK33,0.1238,1208,all
STK35,-0.0433,1208,all
STK36,-0.0791,1208,all
STK38,0.0381,1208,all
STK38L,0.0212,1208,all
STK39,-0.0812,1208,all
STK4,-0.026,1208,all
STK40,-0.1933,1208,all
STKLD1,-0.1102,1208,all
STMN1,-0.0293,1208,all
STMN2,-0.0469,1208,all
STMN3,-0.0748,1208,all
STMN4,0.008,1208,all
STMND1,0.0923,1208,all
STMP1,-0.0075,1090,all
STN1,-0.4669,1208,all
STOM,0.0628,1208,all
STOML1,-0.0221,1208,all
STOML2,-0.1088,1208,all
STOML3,0.1441,1208,all
STON1,0.082,1208,all
STON2,0.1569,1208,all
STOX1,-0.1149,1208,all
STOX2,0.1252,1208,all
STPG1,-0.0196,1208,all
STPG2,-0.0612,1208,all
STPG3,0.0152,1208,all
STPG4,0.1107,1208,all
STRA6,-0.0017,1208,all
STRA8,-0.0115,1208,all
STRADA,-0.1215,1208,all
STRADB,-0.0599,1208,all
STRAP,-0.8371,1208,all
STRBP,-0.0397,1208,all
STRC,-0.2032,1208,all
STRIP1,-0.4423,1208,all
STRIP2,-0.0393,1208,all
STRIT1,0.2385,70,all
STRN,-0.0159,1208,all
STRN3,-0.162,1208,all
STRN4,-0.0997,1208,all
STS,0.0419,1208,all
STT3A,-0.2783,1208,all
STT3B,-0.2258,1208,all
STUB1,-0.2336,1208,all
STUM,-0.0278,1208,all
STX10,-0.1804,1208,all
STX11,0.0647,1208,all
STX12,-0.0975,1208,all
STX16,0.0581,1208,all
STX17,0.119,1208,all
STX18,-1.0553,1208,all
STX19,0.1129,1208,all
STX1A,0.042,1208,all
STX1B,-0.0936,1208,all
STX2,-0.0628,1208,all
STX3,0.0419,1208,all
STX4,-0.3946,1208,all
STX5,-1.1328,1208,all
STX6,0.0306,1208,all
STX7,0.086,1208,all
STX8,0.0099,1208,all
STXBP1,-0.2073,1208,all
STXBP2,-0.0413,1208,all
STXBP3,-0.3562,1208,all
STXBP4,0.0379,1208,all
STXBP5,0.0576,1208,all
STXBP5L,-0.0868,1208,all
STXBP6,0.0454,1208,all
STYK1,0.0763,1208,all
STYX,-0.0016,1208,all
STYXL1,0.0287,1208,all
STYXL2,0.0234,1208,all
SUB1,-0.1039,1208,all
SUCLA2,-0.2799,1208,all
SUCLG1,-0.1752,1208,all
SUCLG2,-0.0396,1208,all
SUCNR1,0.0549,1208,all
SUCO,-0.1434,1208,all
SUDS3,-0.4651,1208,all
SUFU,0.0485,1208,all
SUGCT,-0.0236,1208,all
SUGP1,-0.7629,1208,all
SUGP2,-0.2222,1208,all
SUGT1,-0.6453,1208,all
SULF1,0.0295,1208,all
SULF2,0.0046,1208,all
SULT1A1,-0.1095,1208,all
SULT1A2,0.1073,1208,all
SULT1B1,-0.0137,1208,all
SULT1C2,-0.059,1208,all
SULT1C3,0.0089,1208,all
SULT1C4,-0.0072,1208,all
SULT1E1,0.0371,1208,all
SULT2A1,-0.0261,1208,all
SULT2B1,-0.2069,1208,all
SULT4A1,0.0023,1208,all
SULT6B1,-0.1472,1208,all
SUMF1,0.0891,1208,all
SUMF2,0.0136,1208,all
SUMO1,-0.1905,1208,all
SUMO2,-0.8847,317,all
SUMO3,0.1022,1208,all
SUMO4,0.0107,380,all
SUN1,0.0933,1208,all
SUN2,-0.0585,1208,all
SUN3,0.0806,1207,all
SUN5,-0.1778,1208,all
SUOX,-0.2107,1208,all
SUPT16H,-1.763,1208,all
SUPT20H,-0.1235,1208,all
SUPT20HL1,0.1231,73,all
SUPT20HL2,0.0265,74,all
SUPT3H,-0.1134,1208,all
SUPT4H1,-0.6692,1208,all
SUPT5H,-1.5066,1208,all
SUPT6H,-1.9151,1208,all
SUPT7L,-0.0981,1208,all
SUPV3L1,-1.0419,1208,all
SURF1,-0.12,1208,all
SURF2,-0.0403,1208,all
SURF4,-0.2017,1208,all
SURF6,-0.7055,1208,all
SUSD1,0.057,1208,all
SUSD2,-0.0888,1208,all
SUSD3,0.0577,1208,all
SUSD4,-0.1169,1208,all
SUSD5,-0.0228,1208,all
SUSD6,0.1241,1208,all
SUV39H1,-0.058,1208,all
SUV39H2,-0.0051,1208,all
SUZ12,-0.4053,1208,all
SV2A,-0.2664,1208,all
SV2B,0.1178,1208,all
SV2C,-0.1221,1208,all
SVBP,-0.1308,1208,all
SVEP1,-0.04,1208,all
SVIL,0.0348,1208,all
SVIP,-0.069,1208,all
SVOP,0.1171,74,all
SVOPL,0.0062,1208,all
SWAP70,0.0995,1208,all
SWI5,-0.1563,1090,all
SWSAP1,-0.1383,1208,all
SWT1,-0.0919,1208,all
SYAP1,0.0348,1208,all
SYBU,0.0758,1208,all
SYCE1,0.0865,1208,all
SYCE1L,-0.0098,1208,all
SYCE2,-0.0532,1208,all
SYCE3,-0.0372,1208,all
SYCN,-0.0081,1208,all
SYCP1,-0.0672,1208,all
SYCP2,0.077,1208,all
SYCP2L,0.0371,1208,all
SYCP3,0.0024,1208,all
SYDE1,-0.0384,1208,all
SYDE2,-0.1343,1208,all
SYF2,-1.0248,1208,all
SYK,0.0115,1208,all
SYMPK,-1.1454,1208,all
SYN1,0.0681,1208,all
SYN2,0.0413,74,all
SYN3,0.0351,1208,all
SYNC,-0.0229,1208,all
SYNCRIP,-0.3598,1208,all
SYNDIG1,0.1868,1208,all
SYNDIG1L,-0.0503,1208,all
SYNE1,-0.0472,1208,all
SYNE2,0.0176,1208,all
SYNE3,0.036,1208,all
SYNE4,-0.1124,1208,all
SYNGAP1,-0.0573,1208,all
SYNGR1,-0.0882,1208,all
SYNGR2,-0.126,1208,all
SYNGR3,0.0079,1208,all
SYNGR4,0.0029,1208,all
SYNJ1,0.0799,1208,all
SYNJ2,0.1537,1208,all
SYNJ2BP,0.0535,1208,all
SYNM,0.0142,77,all
SYNPO,0.1384,1208,all
SYNPO2,0.1053,1208,all
SYNPO2L,-0.2585,1208,all
SYNPR,-0.0568,1208,all
SYNRG,-0.033,1208,all
SYP,0.018,1208,all
SYPL1,0.0666,1208,all
SYPL2,-0.1928,1208,all
SYS1,-1.4304,1208,all
SYT1,0.0655,1208,all
SYT10,0.1121,1208,all
SYT11,-0.14,1208,all
SYT12,-0.1249,1208,all
SYT13,0.0442,1208,all
SYT14,0.0442,1208,all
SYT16,-0.003,1208,all
SYT17,-0.0196,1208,all
SYT2,-0.2138,1208,all
SYT3,-0.0912,1208,all
SYT4,0.1497,1208,all
SYT5,-0.1318,1208,all
SYT6,-0.04,1208,all
SYT7,-0.1434,1208,all
SYT8,0.1023,1208,all
SYT9,0.0359,1208,all
SYTL1,-0.0361,1208,all
SYTL2,0.0761,1208,all
SYTL3,0.1068,1208,all
SYTL4,0.0387,1208,all
SYTL5,0.1066,1208,all
SYVN1,-0.4385,1208,all
SZRD1,-0.1197,1208,all
SZT2,-0.1302,1208,all
TAAR1,0.0972,1208,all
TAAR2,-0.0135,1208,all
TAAR5,0.0589,1208,all
TAAR6,0.0494,1208,all
TAAR8,0.1058,1208,all
TAAR9,0.0642,74,all
TAB1,0.0575,1208,all
TAB2,0.0024,1208,all
TAB3,0.0984,1208,all
TAC1,0.0657,1208,all
TAC3,-0.1017,1208,all
TAC4,-0.1234,1208,all
TACC1,-0.0175,1208,all
TACC2,-0.0011,1208,all
TACC3,-0.5751,1208,all
TACO1,-0.0693,1208,all
TACR1,-0.1885,1208,all
TACR2,-0.0076,1208,all
TACR3,-0.0465,1208,all
TACSTD2,-0.0928,1208,all
TADA1,-0.2554,1208,all
TADA2A,-0.5473,1208,all
TADA2B,-0.2296,1208,all
TADA3,-0.3821,1208,all
TAF1,-0.6266,1208,all
TAF10,-0.6934,1208,all
TAF11,-0.2174,1208,all
TAF12,-0.6214,1208,all
TAF13,-0.4348,1208,all
TAF15,-0.001,1208,all
TAF1A,-0.5112,1208,all
TAF1B,-0.7342,1208,all
TAF1C,-1.2829,1208,all
TAF1D,-0.5701,1208,all
TAF1L,0.0383,1208,all
TAF2,-0.7575,1208,all
TAF3,-0.2413,1208,all
TAF4,-0.2844,1208,all
TAF4B,-0.0119,1208,all
TAF5,-0.8909,1208,all
TAF5L,-0.2567,1208,all
TAF6,-1.5052,1208,all
TAF6L,-0.3858,1208,all
TAF7,-0.9024,1208,all
TAF7L,-0.0856,1208,all
TAF8,-1.0003,1208,all
TAF9,-0.11,1208,all
TAF9B,-0.0442,1208,all
TAFA1,0.0628,1208,all
TAFA2,0.0746,1208,all
TAFA3,-0.1854,1208,all
TAFA4,0.0624,1208,all
TAFA5,0.0976,1208,all
TAFAZZIN,-0.4597,1208,all
TAGAP,0.1329,1208,all
TAGLN,-0.0576,1208,all
TAGLN2,-0.1062,1208,all
TAGLN3,-0.1197,1208,all
TAL1,-0.112,1208,all
TAL2,-0.0003,1208,all
TALDO1,-0.0739,1208,all
TAMALIN,-0.245,1208,all
TAMM41,-0.9454,1208,all
TANC1,0.0164,1208,all
TANC2,0.011,1208,all
TANGO2,-0.1147,1208,all
TANGO6,-1.4886,1208,all
TANK,-0.0582,1208,all
TAOK1,0.1447,1208,all
TAOK2,0.0099,1208,all
TAOK3,-0.0446,1208,all
TAP1,-0.1241,1208,all
TAP2,0.0622,1208,all
TAPBP,-0.1224,1208,all
TAPBPL,0.0582,1208,all
TAPT1,-0.1954,1208,all
TARBP1,-0.0132,1208,all
TARBP2,-0.1393,1208,all
TARDBP,-1.2324,1208,all
TARM1,-0.016,1208,all
TARS1,-2.1245,1208,all
TARS2,-0.723,1208,all
TARS3,0.0593,1208,all
TAS1R1,-0.0345,1208,all
TAS1R2,-0.0599,1208,all
TAS1R3,-0.0011,1208,all
TAS2R1,0.1135,1208,all
TAS2R10,-0.1367,1208,all
TAS2R13,0.09,1208,all
TAS2R14,0.0499,1208,all
TAS2R16,0.0786,1208,all
TAS2R19,0.0853,1208,all
TAS2R20,0.0906,1208,all
TAS2R3,0.1218,1208,all
TAS2R30,0.0403,1208,all
TAS2R31,0.1369,1208,all
TAS2R38,-0.0242,1208,all
TAS2R39,0.0537,1208,all
TAS2R4,0.0048,1208,all
TAS2R40,0.0852,1208,all
TAS2R41,0.046,1208,all
TAS2R42,0.2835,1208,all
TAS2R43,-0.0071,1208,all
TAS2R46,-0.113,1208,all
TAS2R5,0.0381,1208,all
TAS2R50,0.0478,1208,all
TAS2R60,0.0384,1208,all
TAS2R7,0.0468,1208,all
TAS2R8,0.1237,1208,all
TAS2R9,0.0668,1208,all
TASL,0.1289,1208,all
TASOR,-0.0008,1208,all
TASOR2,-0.0408,1208,all
TASP1,-0.1201,1208,all
TAT,0.0001,1208,all
TATDN1,0.0261,1208,all
TATDN2,-0.0405,1208,all
TATDN3,-0.055,1208,all
TAX1BP1,-0.0412,1208,all
TAX1BP3,-0.1326,1208,all
TBATA,-0.0044,1208,all
TBC1D1,-0.0367,1208,all
TBC1D10A,-0.1488,1208,all
TBC1D10B,-0.1446,1208,all
TBC1D10C,-0.2409,1208,all
TBC1D12,0.0486,1208,all
TBC1D13,-0.0912,1208,all
TBC1D14,0.0377,1208,all
TBC1D15,0.0942,1208,all
TBC1D16,-0.1135,1208,all
TBC1D17,-0.0723,1208,all
TBC1D19,0.2017,1208,all
TBC1D2,0.0711,1208,all
TBC1D20,-0.1207,1208,all
TBC1D21,0.0293,1208,all
TBC1D22A,0.0387,1208,all
TBC1D22B,-0.1583,1208,all
TBC1D23,-0.1025,1208,all
TBC1D24,-0.0537,1208,all
TBC1D25,0.0121,1208,all
TBC1D26,0.1429,1165,all
TBC1D28,-0.2999,1165,all
TBC1D2B,-0.0237,1208,all
TBC1D30,-0.131,1208,all
TBC1D31,-0.1047,1208,all
TBC1D32,0.0054,1208,all
TBC1D4,0.1113,1208,all
TBC1D5,-0.1211,1208,all
TBC1D7,0.1071,1208,all
TBC1D8,-0.1337,1208,all
TBC1D8B,0.0405,1208,all
TBC1D9,-0.0163,1208,all
TBC1D9B,-0.0346,1208,all
TBCA,-1.1415,1208,all
TBCB,-1.2663,1208,all
TBCC,-0.8974,1208,all
TBCCD1,0.0591,1208,all
TBCD,-1.0527,1208,all
TBCE,-0.5461,1208,all
TBCEL,0.0246,1208,all
TBCK,0.0682,1208,all
TBK1,-0.0091,1208,all
TBKBP1,-0.2153,1208,all
TBL1X,0.0983,1208,all
TBL1XR1,-0.3712,1208,all
TBL1Y,0.5222,383,all
TBL2,-0.1084,1208,all
TBL3,-1.173,1208,all
TBP,-0.6646,1208,all
TBPL1,0.1285,1208,all
TBR1,0.0388,1208,all
TBRG1,0.0284,1208,all
TBRG4,-0.1401,1208,all
TBX1,-0.1361,1208,all
TBX10,-0.1371,1208,all
TBX15,-0.1239,1208,all
TBX18,0.0063,1208,all
TBX19,0.0219,1208,all
TBX2,-0.1728,1208,all
TBX20,0.1032,1208,all
TBX21,-0.1089,1208,all
TBX22,0.0073,1208,all
TBX3,-0.11,1208,all
TBX4,-0.0809,1208,all
TBX5,-0.0382,1208,all
TBX6,-0.1172,1208,all
TBXA2R,0.0413,1208,all
TBXAS1,-0.0047,1208,all
TBXT,0.0762,1208,all
TC2N,0.0422,1208,all
TCAF1,-0.0244,1208,all
TCAF2,0.1275,77,all
TCAIM,0.0561,1208,all
TCAP,-0.1083,1208,all
TCEA1,-0.1534,1208,all
TCEA2,-0.0533,1208,all
TCEA3,-0.0498,1208,all
TCEAL1,-0.0339,1208,all
TCEAL2,0.0823,1208,all
TCEAL3,-0.0517,1208,all
TCEAL4,0.0342,1208,all
TCEAL5,-0.052,1208,all
TCEAL7,0.0465,1208,all
TCEAL8,0.0285,1208,all
TCEAL9,-0.1604,1208,all
TCEANC,0.0947,1208,all
TCEANC2,-0.0281,1208,all
TCERG1,-0.4854,1208,all
TCERG1L,-0.0272,1208,all
TCF12,0.0414,1208,all
TCF15,0.1352,1208,all
TCF19,-0.0412,1208,all
TCF20,-0.0247,1208,all
TCF21,-0.0378,1208,all
TCF23,0.0558,1208,all
TCF24,0.1155,1208,all
TCF25,-0.0948,1208,all
TCF3,-0.0206,1208,all
TCF4,0.0622,1208,all
TCF7,-0.1415,1208,all
TCF7L1,-0.1437,1208,all
TCF7L2,-0.1035,1208,all
TCFL5,-0.1139,1208,all
TCHH,-0.0965,1208,all
TCHHL1,-0.0721,1208,all
TCHP,-0.0848,1208,all
TCIM,0.0473,1208,all
TCIRG1,-0.0489,1208,all
TCL1A,-0.0036,1208,all
TCL1B,-0.0427,1208,all
TCN1,-0.0888,1208,all
TCN2,-0.0545,1208,all
TCOF1,-0.5435,1208,all
TCP1,-1.7931,1208,all
TCP10L,-0.0337,1208,all
TCP11,-0.0298,1208,all
TCP11L1,-0.018,1208,all
TCP11L2,0.1162,1208,all
TCTA,-0.024,1208,all
TCTE1,-0.0624,1208,all
TCTN1,-0.1085,1208,all
TCTN2,-0.0747,1208,all
TCTN3,-0.0527,1208,all
TDG,-0.24,1208,all
TDO2,0.0327,1208,all
TDP1,-0.0865,1208,all
TDP2,-0.2362,1208,all
TDRD1,0.0312,1208,all
TDRD10,-0.1246,1208,all
TDRD12,0.0691,1208,all
TDRD15,-0.1198,73,all
TDRD3,0.0665,1208,all
TDRD5,-0.097,1208,all
TDRD6,0.0107,1208,all
TDRD7,0.065,1208,all
TDRD9,0.0985,1208,all
TDRKH,-0.0802,1208,all
TDRP,0.2476,1208,all
TEAD1,-0.2523,1208,all
TEAD2,-0.0372,1208,all
TEAD3,-0.3076,1208,all
TEAD4,-0.2408,1208,all
TEC,-0.0223,1208,all
TECPR1,-0.0953,1208,all
TECPR2,-0.044,1208,all
TECR,-0.2633,1208,all
TECRL,0.0445,1208,all
TECTA,0.1395,1208,all
TECTB,0.0147,1208,all
TEDC1,-0.4085,1208,all
TEDC2,-0.3829,1208,all
TEDDM1,-0.0035,1208,all
TEF,-0.2404,1208,all
TEFM,-0.4611,1208,all
TEK,0.0369,1208,all
TEKT1,-0.0339,1208,all
TEKT2,-0.2708,1208,all
TEKT3,0.0051,1208,all
TEKT4,-0.2381,1208,all
TEKT5,-0.0454,1208,all
TEKTIP1,0.023,1208,all
TEKTL1,-0.1129,1208,all
TELO2,-0.6636,1208,all
TEN1,-0.6062,1208,all
TENM1,0.0868,1208,all
TENM2,-0.0954,77,all
TENM3,0.0307,1208,all
TENM4,-0.0274,1208,all
TENT2,0.0669,1208,all
TENT4A,0.0217,1208,all
TENT4B,-0.1479,1208,all
TENT5A,-0.0402,1208,all
TENT5B,-0.0749,1208,all
TENT5C,0.0344,1208,all
TENT5D,0.1083,1208,all
TEP1,0.0203,1208,all
TEPSIN,-0.2803,1208,all
TERB2,-0.0534,1208,all
TERF1,-0.3048,77,all
TERF2,-0.9957,1090,all
TERF2IP,-0.1194,1208,all
TERT,-0.0624,1208,all
TES,0.045,1208,all
TESC,0.0643,1208,all
TESK1,-0.1482,1208,all
TESK2,-0.0495,1208,all
TESMIN,-0.1648,1208,all
TESPA1,0.016,1208,all
TET1,-0.0154,1208,all
TET2,0.1114,1208,all
TET3,-0.0682,1208,all
TEX10,-0.7064,1208,all
TEX101,-0.1071,1208,all
TEX11,0.0615,1208,all
TEX12,0.0946,1208,all
TEX13A,0.5439,70,all
TEX13B,-0.0342,1208,all
TEX13C,0.0917,74,all
TEX13D,0.1117,70,all
TEX14,-0.1337,1208,all
TEX15,0.097,1208,all
TEX19,-0.0943,1208,all
TEX2,-0.0311,1208,all
TEX22,-0.0491,1208,all
TEX26,0.0241,1208,all
TEX261,-0.0176,1208,all
TEX264,0.0016,1208,all
TEX28,-0.0242,74,all
TEX29,-0.1326,1208,all
TEX30,0.208,1208,all
TEX35,0.0358,1208,all
TEX36,0.0012,1208,all
TEX38,-0.0576,1208,all
TEX44,-0.1103,1208,all
TEX46,-0.0638,1208,all
TEX47,0.0687,1208,all
TEX48,0.0124,74,all
TEX50,0.0053,70,all
TEX51,0.1585,70,all
TEX52,0.0395,70,all
TEX53,0.2078,70,all
TEX55,0.1332,1208,all
TEX9,0.0794,1208,all
TF,-0.1007,1208,all
TFAM,-0.6273,1208,all
TFAP2A,-0.044,1208,all
TFAP2B,-0.0478,1208,all
TFAP2C,-0.2124,1208,all
TFAP2D,-0.1538,1208,all
TFAP2E,-0.0817,1208,all
TFAP4,-0.3641,1208,all
TFB1M,-0.2761,1208,all
TFB2M,-0.682,1208,all
TFCP2,0.0514,1208,all
TFCP2L1,-0.0223,1208,all
TFDP1,-0.6614,1208,all
TFDP2,-0.0924,1208,all
TFDP3,-0.0334,1208,all
TFE3,0.0374,1208,all
TFEB,0.0023,1208,all
TFEC,0.0691,1208,all
TFF1,0.063,1208,all
TFF2,0.0784,1208,all
TFF3,0.0005,1208,all
TFG,-0.1562,1208,all
TFIP11,-0.9502,1208,all
TFPI,0.0624,1208,all
TFPI2,-0.0155,1208,all
TFPT,-0.2006,1208,all
TFR2,-0.0033,1208,all
TFRC,-0.9401,1208,all
TG,0.0128,1208,all
TGDS,0.0262,1208,all
TGFA,0.0098,1208,all
TGFB1,-0.0596,1208,all
TGFB1I1,0.0595,1208,all
TGFB2,0.0191,1208,all
TGFB3,-0.0007,1208,all
TGFBI,0.1192,1208,all
TGFBR1,-0.1421,1208,all
TGFBR2,0.0596,1208,all
TGFBR3,-0.0143,1208,all
TGFBR3L,-0.0691,1208,all
TGFBRAP1,-0.3007,1208,all
TGIF1,-0.1443,1208,all
TGIF2,-0.0812,1208,all
TGIF2LX,0.041,1047,all
TGM1,-0.1171,1208,all
TGM2,0.1185,1208,all
TGM3,0.0566,1208,all
TGM4,0.0006,1208,all
TGM5,0.0331,1208,all
TGM6,0.0664,1208,all
TGM7,-0.0362,1208,all
TGOLN2,-0.1318,1208,all
TGS1,-0.6621,1208,all
TH,-0.0688,1208,all
THADA,0.1,1208,all
THAP1,-1.2903,1208,all
THAP10,0.0025,1208,all
THAP11,-0.5635,1208,all
THAP12,-0.4246,1208,all
THAP2,0.0554,1208,all
THAP3,-0.1809,1208,all
THAP4,0.1076,1208,all
THAP5,-0.1897,1208,all
THAP6,-0.0905,1208,all
THAP7,-0.1053,1208,all
THAP8,0.0139,1208,all
THAP9,0.0003,1208,all
THBD,-0.0389,1208,all
THBS1,-0.0052,1208,all
THBS2,0.0673,1208,all
THBS3,-0.1527,1208,all
THBS4,-0.0487,1208,all
THEM4,-0.1695,1208,all
THEM5,-0.1466,1208,all
THEM6,-0.0222,1208,all
THEMIS,0.1331,1208,all
THEMIS2,-0.0231,1208,all
THG1L,-0.7136,1208,all
THNSL1,0.1385,1208,all
THNSL2,-0.0429,1208,all
THOC1,-1.1066,1208,all
THOC2,-1.3776,1208,all
THOC3,-1.5183,1208,all
THOC5,-1.0956,1208,all
THOC6,-0.4519,1208,all
THOC7,-1.1843,1208,all
THOP1,-0.1334,1208,all
THPO,0.0028,1208,all
THRA,-0.0845,1208,all
THRAP3,-0.2401,1208,all
THRB,0.0483,1208,all
THRSP,-0.141,1208,all
THSD1,0.1096,1208,all
THSD4,0.0702,1208,all
THSD7A,0.1619,1208,all
THSD7B,-0.0,77,all
THTPA,-0.0793,1208,all
THUMPD1,-0.252,1208,all
THUMPD2,-0.1169,1208,all
THUMPD3,0.1282,1208,all
THY1,-0.0032,1208,all
THYN1,0.0619,1208,all
TIA1,0.0904,1208,all
TIAL1,-0.084,1208,all
TIAM1,-0.1088,1208,all
TIAM2,0.1407,1208,all
TICAM1,-0.0294,1208,all
TICAM2,-0.046,1208,all
TICRR,-1.6361,1208,all
TIE1,-0.1819,1208,all
TIFA,0.1099,1208,all
TIFAB,-0.0213,1208,all
TIGAR,0.0376,1208,all
TIGD1,-0.1842,381,all
TIGD2,-0.0252,1208,all
TIGD3,-0.2039,1208,all
TIGD4,-0.1058,1208,all
TIGD5,-0.0805,1208,all
TIGD6,0.0091,1208,all
TIGD7,-0.0135,1208,all
TIGIT,-0.0682,1208,all
TIMD4,0.0937,1208,all
TIMELESS,-1.6028,1208,all
TIMM10,-1.5007,1208,all
TIMM10B,0.0278,1208,all
TIMM13,-0.9328,1208,all
TIMM17A,-0.3341,1208,all
TIMM17B,0.011,1208,all
TIMM21,0.0948,1208,all
TIMM22,-0.5436,1208,all
TIMM23,-0.8394,1165,all
TIMM29,-0.5875,1208,all
TIMM44,-0.8281,1208,all
TIMM50,-0.3735,383,all
TIMM8A,-0.444,1208,all
TIMM8B,0.0404,383,all
TIMM9,-0.587,1208,all
TIMMDC1,-0.2729,1208,all
TIMP1,0.0315,1208,all
TIMP2,0.0277,1208,all
TIMP3,0.0455,1208,all
TIMP4,0.1708,1208,all
TINAG,0.0727,1208,all
TINAGL1,-0.0519,1208,all
TINF2,-1.5084,1208,all
TIPARP,-0.314,1208,all
TIPIN,-0.8491,1208,all
TIPRL,-0.448,1208,all
TIRAP,0.0942,1208,all
TJAP1,-0.1298,1208,all
TJP1,-0.1065,1208,all
TJP2,-0.0148,1208,all
TJP3,-0.0828,1208,all
TK1,-0.0952,1208,all
TK2,-0.0962,1208,all
TKFC,-0.1299,1208,all
TKT,-0.4587,1208,all
TKTL1,-0.0593,1208,all
TKTL2,0.087,1208,all
TLCD1,-0.3643,1208,all
TLCD2,0.0473,1208,all
TLCD3A,0.0276,1208,all
TLCD3B,-0.1752,1208,all
TLCD4,-0.2016,1208,all
TLCD5,0.0178,1208,all
TLDC2,-0.0015,1208,all
TLE1,-0.0184,1208,all
TLE2,0.0137,1208,all
TLE3,-0.0847,1208,all
TLE4,0.0704,1208,all
TLE5,-0.0939,1208,all
TLE6,-0.0216,1208,all
TLE7,-0.1788,70,all
TLK1,-0.1317,1208,all
TLK2,-0.5959,1208,all
TLL1,0.0931,1208,all
TLL2,-0.0112,1208,all
TLN1,-0.5706,1208,all
TLN2,-0.0267,1208,all
TLNRD1,0.0012,1208,all
TLR1,0.1275,1208,all
TLR10,0.1471,1208,all
TLR2,0.007,1208,all
TLR3,0.1373,1208,all
TLR4,0.0915,1208,all
TLR5,0.0197,1208,all
TLR6,0.0329,1208,all
TLR7,0.0615,1208,all
TLR8,0.1669,1208,all
TLR9,-0.1152,1208,all
TLX1,0.053,1208,all
TLX2,-0.058,1208,all
TLX3,-0.09,1208,all
TM2D1,-0.2179,1208,all
TM2D2,-0.2617,1208,all
TM2D3,-0.1803,1208,all
TM4SF1,-0.0256,1208,all
TM4SF18,-0.0467,1208,all
TM4SF19,0.0487,1208,all
TM4SF20,0.0506,1208,all
TM4SF4,-0.1165,1208,all
TM4SF5,0.059,1208,all
TM6SF1,-0.0152,1208,all
TM6SF2,-0.1799,1208,all
TM7SF2,-0.2525,1208,all
TM7SF3,0.0479,1208,all
TM9SF1,-0.097,1208,all
TM9SF2,-0.1639,1208,all
TM9SF3,-0.0746,1208,all
TM9SF4,-0.1611,1208,all
TMA16,-0.8831,1208,all
TMA7,-0.1142,1090,all
TMBIM1,-0.0607,1208,all
TMBIM4,-0.0908,1208,all
TMBIM6,-0.0068,1208,all
TMC1,-0.0044,1208,all
TMC2,-0.0446,1208,all
TMC3,0.0217,1208,all
TMC4,-0.0489,1208,all
TMC5,-0.0459,1208,all
TMC6,-0.0633,1208,all
TMC7,0.0298,1208,all
TMC8,-0.025,1208,all
TMCC1,-0.0056,1208,all
TMCC2,-0.0139,1208,all
TMCC3,-0.0087,1208,all
TMCO1,0.2495,383,all
TMCO2,0.1007,1208,all
TMCO3,-0.1155,1208,all
TMCO4,-0.1254,1208,all
TMCO5A,-0.0849,1208,all
TMCO6,-0.2799,1208,all
TMED1,-0.0766,1208,all
TMED10,-0.543,1208,all
TMED2,-0.6602,1208,all
TMED3,-0.0229,1208,all
TMED4,0.0151,1208,all
TMED5,-0.2243,1208,all
TMED6,-0.0409,1208,all
TMED7,-0.0985,1208,all
TMED8,-0.0025,1208,all
TMED9,-0.1425,1208,all
TMEFF1,0.0427,1208,all
TMEFF2,0.0166,1208,all
TMEM100,0.0861,1208,all
TMEM101,-0.1391,1208,all
TMEM102,-0.0988,1208,all
TMEM104,-0.1814,1208,all
TMEM106A,-0.0891,1208,all
TMEM106B,-0.0005,1208,all
TMEM106C,0.0068,1208,all
TMEM107,0.0136,1208,all
TMEM108,0.0208,1208,all
TMEM109,-0.0356,1208,all
TMEM11,-0.1661,1208,all
TMEM114,0.0421,74,all
TMEM115,-0.0138,1208,all
TMEM116,-0.0121,1208,all
TMEM117,-0.0312,1208,all
TMEM119,-0.1031,1208,all
TMEM120A,0.156,381,all
TMEM120B,-0.0253,1208,all
TMEM121,-0.0613,1208,all
TMEM121B,-0.0833,1208,all
TMEM123,0.0874,1208,all
TMEM125,0.0448,1208,all
TMEM126A,0.0136,1208,all
TMEM126B,-0.0561,1208,all
TMEM127,-0.286,1208,all
TMEM128,0.0696,1208,all
TMEM129,-0.024,1208,all
TMEM130,-0.0264,1208,all
TMEM131,-0.0473,1208,all
TMEM131L,0.0664,1208,all
TMEM132A,-0.031,1208,all
TMEM132B,0.003,1208,all
TMEM132C,-0.0067,77,all
TMEM132D,-0.0021,1208,all
TMEM132E,-0.036,1208,all
TMEM134,-0.0489,1208,all
TMEM135,0.0342,1208,all
TMEM138,-0.0133,1208,all
TMEM139,0.0237,1208,all
TMEM140,0.0231,1208,all
TMEM141,-0.1036,1208,all
TMEM143,-0.1533,1208,all
TMEM144,0.1433,1208,all
TMEM145,0.1009,1208,all
TMEM147,-0.0799,1208,all
TMEM14A,0.1119,1208,all
TMEM14B,-0.1023,1208,all
TMEM14C,0.1152,1208,all
TMEM150A,-0.0141,1208,all
