gene,mean_effect,n_lines,lineage
TMEM150B,0.0671,1208,all
TMEM150C,-0.0545,1208,all
TMEM151A,-0.0476,1208,all
TMEM151B,-0.0439,1208,all
TMEM154,0.0027,1208,all
TMEM156,0.0554,1208,all
TMEM158,0.0392,1208,all
TMEM160,-0.0351,1208,all
TMEM161A,-0.1109,1208,all
TMEM161B,-0.0694,1208,all
TMEM163,-0.0245,1208,all
TMEM164,0.028,1208,all
TMEM165,-0.2172,1208,all
TMEM167A,-0.356,1208,all
TMEM167B,-0.0642,1208,all
TMEM168,0.1588,1208,all
TMEM169,-0.0703,1208,all
TMEM17,0.0153,1208,all
TMEM170A,0.0485,1208,all
TMEM170B,0.0493,1208,all
TMEM171,0.0496,1208,all
TMEM174,-0.1258,1208,all
TMEM175,0.0085,1208,all
TMEM176A,0.0205,1208,all
TMEM176B,-0.0238,1208,all
TMEM177,-0.0733,1208,all
TMEM178A,-0.1004,1208,all
TMEM178B,-0.0007,1208,all
TMEM179,0.0423,1208,all
TMEM179B,-0.0474,1208,all
TMEM18,0.0141,1208,all
TMEM181,0.005,1208,all
TMEM182,0.0788,1208,all
TMEM183A,-0.4435,1208,all
TMEM184A,-0.0396,1208,all
TMEM184B,-0.0395,1208,all
TMEM184C,-0.0397,1208,all
TMEM185A,-0.0141,1208,all
TMEM185B,-0.1916,1208,all
TMEM186,-0.0569,1208,all
TMEM187,-0.036,1208,all
TMEM19,-0.0412,1208,all
TMEM190,-0.077,1208,all
TMEM192,0.0878,1208,all
TMEM196,-0.0083,1208,all
TMEM198,-0.0412,1208,all
TMEM200A,0.0517,1208,all
TMEM200B,-0.0223,1208,all
TMEM200C,0.1358,1208,all
TMEM201,-0.1955,1208,all
TMEM202,0.0681,1208,all
TMEM203,0.1342,1208,all
TMEM204,-0.0778,1208,all
TMEM205,-0.1409,1208,all
TMEM207,0.0812,1208,all
TMEM208,-0.1848,1208,all
TMEM209,-0.0325,1208,all
TMEM210,-0.0237,1208,all
TMEM212,0.0405,1208,all
TMEM213,0.0113,1208,all
TMEM214,-0.06,1208,all
TMEM215,-0.034,1208,all
TMEM216,-0.0745,1208,all
TMEM217,-0.052,1208,all
TMEM218,0.0355,1208,all
TMEM219,0.0261,1208,all
TMEM220,0.0088,1208,all
TMEM221,0.0654,1208,all
TMEM222,0.019,1208,all
TMEM223,-0.0824,1208,all
TMEM225,0.0944,1208,all
TMEM225B,0.0186,74,all
TMEM229A,0.0161,1208,all
TMEM229B,-0.0925,1208,all
TMEM230,-0.2966,1208,all
TMEM231,0.0853,1208,all
TMEM232,0.0944,1208,all
TMEM233,0.0235,1208,all
TMEM234,0.0547,1208,all
TMEM235,-0.1691,1208,all
TMEM236,0.1663,1208,all
TMEM237,0.0806,1208,all
TMEM238,-0.0304,1208,all
TMEM239,-0.0763,1208,all
TMEM240,-0.2514,1208,all
TMEM241,0.1564,1208,all
TMEM242,-0.3209,1208,all
TMEM243,-0.0241,1208,all
TMEM244,0.1117,1208,all
TMEM245,0.0075,1208,all
TMEM247,-0.0383,1208,all
TMEM248,-0.0745,1208,all
TMEM249,-0.0443,1208,all
TMEM25,0.0943,1208,all
TMEM250,0.0343,1208,all
TMEM252,0.0037,1208,all
TMEM253,0.0596,1208,all
TMEM254,-0.0446,1208,all
TMEM255A,0.0463,1208,all
TMEM255B,-0.0042,1208,all
TMEM256,-0.0743,1208,all
TMEM258,-0.8506,1208,all
TMEM259,-0.0666,1208,all
TMEM26,-0.0062,1208,all
TMEM260,-0.0377,1208,all
TMEM262,0.0172,1208,all
TMEM263,0.0135,1208,all
TMEM265,-0.0092,74,all
TMEM266,0.0156,1208,all
TMEM267,0.1515,1208,all
TMEM268,0.1266,1208,all
TMEM269,0.1827,74,all
TMEM270,-0.1501,1208,all
TMEM271,0.4955,70,all
TMEM272,-0.0184,70,all
TMEM273,-0.0821,1208,all
TMEM275,0.2214,70,all
TMEM276,-0.2766,1165,all
TMEM278,-0.0734,1208,all
TMEM30A,-0.1522,1208,all
TMEM30B,-0.0044,1208,all
TMEM31,0.0917,1208,all
TMEM33,0.0303,1208,all
TMEM35A,0.113,1208,all
TMEM35B,0.0132,1208,all
TMEM37,0.1064,1208,all
TMEM38A,-0.15,1208,all
TMEM38B,-0.0526,1208,all
TMEM39A,0.0185,1208,all
TMEM39B,-0.1541,1208,all
TMEM40,0.0018,1208,all
TMEM41A,-0.0394,1208,all
TMEM41B,-0.3325,1208,all
TMEM42,-0.0116,1208,all
TMEM43,0.0596,1208,all
TMEM44,-0.2126,1208,all
TMEM45A,0.1026,1208,all
TMEM45B,0.0433,1208,all
TMEM47,0.0539,1208,all
TMEM50A,-0.0588,1208,all
TMEM50B,-0.236,1208,all
TMEM51,0.0669,1208,all
TMEM52,-0.065,1208,all
TMEM52B,0.0317,1208,all
TMEM53,-0.1374,1208,all
TMEM54,-0.0826,1208,all
TMEM59,-0.0053,1208,all
TMEM59L,-0.0503,1208,all
TMEM60,0.0782,1208,all
TMEM61,-0.1155,1208,all
TMEM62,-0.0213,1208,all
TMEM63A,-0.0889,1208,all
TMEM63B,-0.0516,1208,all
TMEM63C,0.0147,1208,all
TMEM64,-0.1328,1208,all
TMEM65,0.0707,1208,all
TMEM67,0.0258,1208,all
TMEM68,0.0231,1208,all
TMEM69,-0.2067,1208,all
TMEM70,-0.1188,1208,all
TMEM71,0.06,1208,all
TMEM72,-0.0047,1208,all
TMEM74,0.1159,1208,all
TMEM74B,0.0639,1208,all
TMEM79,-0.0354,1208,all
TMEM80,-0.0166,1165,all
TMEM81,-0.0477,1208,all
TMEM82,-0.2339,1208,all
TMEM86A,0.0159,1208,all
TMEM86B,-0.0343,1208,all
TMEM87A,-0.0487,1208,all
TMEM87B,-0.0134,1208,all
TMEM88,0.034,1208,all
TMEM89,-0.0828,1208,all
TMEM8B,0.0313,1208,all
TMEM9,0.0191,1208,all
TMEM91,0.0151,1208,all
TMEM92,-0.1168,1208,all
TMEM94,-0.0241,1208,all
TMEM95,-0.0326,1208,all
TMEM97,-0.2608,1208,all
TMEM98,-0.0237,1208,all
TMEM9B,-0.0622,1208,all
TMF1,-0.0467,1208,all
TMIE,0.0462,1208,all
TMIGD1,-0.1246,1208,all
TMIGD2,-0.0569,1208,all
TMIGD3,-0.0556,1208,all
TMLHE,0.1387,1208,all
TMOD1,-0.0177,1208,all
TMOD2,-0.0724,1208,all
TMOD3,-0.0096,1208,all
TMOD4,-0.201,1208,all
TMPO,-0.0864,1208,all
TMPPE,-0.0444,1208,all
TMPRSS11A,-0.0136,1208,all
TMPRSS11B,0.0469,1208,all
TMPRSS11D,0.0218,1208,all
TMPRSS11E,-0.0916,1208,all
TMPRSS11F,0.1455,1208,all
TMPRSS12,-0.0575,1208,all
TMPRSS13,-0.0346,1208,all
TMPRSS15,0.1015,1208,all
TMPRSS2,0.004,1208,all
TMPRSS3,0.0296,1208,all
TMPRSS4,0.0688,1208,all
TMPRSS5,0.0463,1208,all
TMPRSS6,-0.0079,1208,all
TMPRSS7,-0.0024,1208,all
TMPRSS9,-0.0507,1208,all
TMSB10,-0.4213,1090,all
TMSB15A,-0.1199,1047,all
TMSB4X,-0.2295,1046,all
TMSB4Y,0.3033,77,all
TMT1A,-0.2989,1208,all
TMT1B,-0.141,1208,all
TMTC1,0.0628,1208,all
TMTC2,0.029,1208,all
TMTC3,-0.0158,1208,all
TMTC4,0.0532,1208,all
TMUB1,0.1204,1208,all
TMUB2,-0.1259,1208,all
TMX1,-0.2545,1208,all
TMX2,-0.4156,1208,all
TMX3,0.0954,1208,all
TMX4,0.1198,1208,all
TNC,0.0143,1208,all
TNF,-0.12,1208,all
TNFAIP1,0.0113,1208,all
TNFAIP2,0.0692,1208,all
TNFAIP3,0.035,1208,all
TNFAIP6,0.0198,1208,all
TNFAIP8,0.0295,1208,all
TNFAIP8L1,-0.0742,1208,all
TNFAIP8L2,-0.1931,1208,all
TNFAIP8L3,-0.0329,1208,all
TNFRSF10A,0.0303,1208,all
TNFRSF10B,0.1916,1208,all
TNFRSF10C,0.0739,1208,all
TNFRSF10D,0.0311,1208,all
TNFRSF11A,0.0712,1208,all
TNFRSF11B,0.0973,1208,all
TNFRSF12A,-0.168,1208,all
TNFRSF13B,-0.0507,1208,all
TNFRSF13C,0.0692,1208,all
TNFRSF14,-0.0055,1208,all
TNFRSF17,-0.0819,1208,all
TNFRSF18,0.0045,1208,all
TNFRSF19,0.0881,1208,all
TNFRSF1A,0.1139,1208,all
TNFRSF1B,-0.0204,1208,all
TNFRSF21,0.1112,1208,all
TNFRSF25,0.0363,1208,all
TNFRSF4,-0.0234,1208,all
TNFRSF6B,0.0805,1208,all
TNFRSF8,-0.2464,1208,all
TNFRSF9,-0.0581,1208,all
TNFSF10,0.0331,1208,all
TNFSF11,0.0493,1208,all
TNFSF12,-0.0776,1208,all
TNFSF13,-0.0106,1208,all
TNFSF13B,0.0021,1208,all
TNFSF14,-0.0381,1208,all
TNFSF15,0.0385,1208,all
TNFSF18,0.1476,1208,all
TNFSF4,0.0301,1208,all
TNFSF8,0.0242,1208,all
TNFSF9,-0.0269,1208,all
TNIK,0.0054,1208,all
TNIP1,-0.0114,1208,all
TNIP2,0.1367,1208,all
TNIP3,-0.033,1208,all
TNK1,0.0218,1208,all
TNK2,0.0736,1208,all
TNKS,-0.0187,1208,all
TNKS1BP1,-0.0691,1208,all
TNKS2,0.0292,1208,all
TNMD,0.1018,1208,all
TNN,-0.072,1208,all
TNNC1,-0.0275,1208,all
TNNC2,-0.0183,1208,all
TNNI1,-0.0622,1208,all
TNNI2,0.0828,1208,all
TNNI3,-0.0671,1208,all
TNNI3K,-0.0162,1208,all
TNNT1,-0.0229,1208,all
TNNT2,-0.3935,1208,all
TNNT3,0.1328,1208,all
TNP1,-0.0483,1208,all
TNP2,-0.023,1208,all
TNPO1,-0.3841,1208,all
TNPO2,-0.0478,1208,all
TNPO3,-1.482,1208,all
TNR,0.1248,1208,all
TNRC18,-0.1234,1208,all
TNRC6A,-0.0631,1208,all
TNRC6B,-0.1002,1208,all
TNRC6C,-0.0542,1208,all
TNS1,0.0463,1208,all
TNS2,-0.2388,1208,all
TNS3,-0.2484,1208,all
TNS4,0.0463,1208,all
TNXB,-0.1848,1208,all
TOB1,-0.0528,1208,all
TOB2,0.1511,1208,all
TOE1,-0.6821,1208,all
TOGARAM1,0.0627,1208,all
TOGARAM2,0.0373,1208,all
TOLLIP,0.0981,1208,all
TOM1,-0.0688,1208,all
TOM1L1,-0.0671,1208,all
TOM1L2,0.0953,1208,all
TOMM20,-0.8069,1208,all
TOMM20L,-0.1152,1208,all
TOMM22,-1.2459,1208,all
TOMM34,0.1181,1208,all
TOMM40,-1.4902,1208,all
TOMM40L,-0.0674,1208,all
TOMM5,-0.1096,1208,all
TOMM6,-0.1556,1208,all
TOMM7,-0.1309,1208,all
TOMM70,-0.3479,1208,all
TONSL,-1.7896,1208,all
TOP1,-0.861,1208,all
TOP1MT,-0.0762,1208,all
TOP2A,-2.536,1208,all
TOP2B,-0.0001,1208,all
TOP3A,-1.1799,1208,all
TOP3B,-0.1511,1208,all
TOP6BL,-0.0341,1208,all
TOPAZ1,0.0069,1208,all
TOPBP1,-1.1714,1208,all
TOPORS,0.0106,1208,all
TOR1A,-0.0468,1208,all
TOR1AIP1,-0.0454,1208,all
TOR1AIP2,-0.149,1208,all
TOR1B,-0.0544,1208,all
TOR2A,-0.3807,1208,all
TOR3A,-0.0264,1208,all
TOR4A,-0.0666,1208,all
TOX,0.005,1208,all
TOX2,0.0287,1208,all
TOX3,0.0145,1208,all
TOX4,-0.3683,1208,all
TP53,0.4242,1208,all
TP53AIP1,0.0892,1208,all
TP53BP1,-0.0642,1208,all
TP53BP2,-0.1362,1208,all
TP53I11,-0.0511,1208,all
TP53I13,-0.1121,1208,all
TP53I3,-0.2242,1208,all
TP53INP1,0.0254,1208,all
TP53INP2,-0.0018,1208,all
TP53RK,-0.7689,1208,all
TP53TG5,0.0515,1208,all
TP63,-0.0844,1208,all
TP73,-0.0669,1208,all
TPBG,0.0497,1208,all
TPBGL,-0.0864,1208,all
TPCN1,0.0546,1208,all
TPCN2,-0.046,1208,all
TPD52,0.1007,1208,all
TPD52L1,0.0202,1208,all
TPD52L2,-0.0978,1208,all
TPD52L3,0.0173,1208,all
TPGS1,-0.1599,1208,all
TPGS2,-0.0107,1208,all
TPH1,-0.0391,1208,all
TPH2,-0.2243,1208,all
TPI1,-0.9709,1208,all
TPK1,-0.1411,1208,all
TPM1,-0.0683,1208,all
TPM2,-0.202,1208,all
TPM3,-0.109,1208,all
TPM4,-0.3566,1208,all
TPMT,-0.0464,1208,all
TPO,-0.0079,1208,all
TPP1,0.0915,1208,all
TPP2,-0.0528,1208,all
TPPP,-0.0607,1208,all
TPPP2,0.0762,1208,all
TPPP3,-0.0464,1208,all
TPR,-1.0779,1208,all
TPRA1,-0.0483,1208,all
TPRG1,0.0044,1208,all
TPRG1L,-0.0645,1208,all
TPRKB,-0.5602,1208,all
TPRN,0.0185,1208,all
TPRX1,0.0532,1208,all
TPSAB1,-0.1516,1208,all
TPSD1,0.0901,1208,all
TPSG1,0.0387,1208,all
TPST1,-0.0536,1208,all
TPST2,0.0318,1208,all
TPT1,-1.0616,1208,all
TPTE2,-0.1752,1208,all
TPX2,-1.4025,1208,all
TRA2A,-0.0541,1208,all
TRA2B,-0.6082,1208,all
TRABD,-0.018,1208,all
TRABD2A,-0.003,1208,all
TRABD2B,-0.1351,1208,all
TRADD,-0.03,1208,all
TRAF1,0.0149,1208,all
TRAF2,-0.3134,1208,all
TRAF3,-0.0118,1208,all
TRAF3IP1,0.0691,1208,all
TRAF3IP2,0.0717,1208,all
TRAF3IP3,0.0138,1208,all
TRAF4,-0.1831,1208,all
TRAF5,0.0805,1208,all
TRAF6,-0.1102,1208,all
TRAF7,-0.1315,1208,all
TRAFD1,0.0439,1208,all
TRAIP,-0.8282,1208,all
TRAK1,-0.0982,1208,all
TRAK2,0.0151,1208,all
TRAM1,0.0728,1208,all
TRAM1L1,-0.0695,1208,all
TRAM2,-0.0312,1208,all
TRANK1,-0.0525,1208,all
TRAP1,-0.0218,1208,all
TRAPPC1,-1.2853,1208,all
TRAPPC10,-0.0027,1208,all
TRAPPC11,-0.9802,1208,all
TRAPPC12,-0.0159,1208,all
TRAPPC13,-0.1539,1208,all
TRAPPC14,-0.0935,1208,all
TRAPPC2,0.2183,70,all
TRAPPC2L,-0.2702,1208,all
TRAPPC3,-1.7679,1208,all
TRAPPC3L,0.0784,1208,all
TRAPPC4,-0.966,1208,all
TRAPPC5,-0.8616,1208,all
TRAPPC6A,-0.194,1208,all
TRAPPC6B,-0.0943,1208,all
TRAPPC8,-1.3762,1208,all
TRAPPC9,-0.1174,1208,all
TRARG1,0.0342,1208,all
TRAT1,0.1346,1208,all
TRDMT1,0.0364,1208,all
TRDN,0.0945,1208,all
TREH,-0.0535,77,all
TREM1,0.0011,1208,all
TREM2,0.0185,1208,all
TREML1,-0.0443,1208,all
TREML2,-0.1948,1208,all
TREML4,0.038,1208,all
TRERF1,-0.0799,1208,all
TREX1,-0.0811,1208,all
TREX2,0.0224,1208,all
TRH,0.1031,1208,all
TRHDE,-0.0539,1208,all
TRHR,0.2622,1208,all
TRIAP1,-1.4227,1208,all
TRIB1,-0.0458,1208,all
TRIB2,-0.0282,1208,all
TRIB3,0.0934,1208,all
TRIL,0.1253,74,all
TRIM10,-0.0562,1208,all
TRIM11,-0.023,1208,all
TRIM13,0.0301,1208,all
TRIM14,-0.111,1208,all
TRIM15,0.0159,1208,all
TRIM16,-0.0294,1208,all
TRIM17,-0.1528,1208,all
TRIM2,0.0598,1208,all
TRIM21,0.061,1208,all
TRIM22,0.0169,1208,all
TRIM23,-0.0698,1208,all
TRIM24,0.0836,1208,all
TRIM25,-0.0773,1208,all
TRIM26,-0.0073,1208,all
TRIM27,0.0355,1208,all
TRIM28,-0.2496,1208,all
TRIM29,0.0317,1208,all
TRIM3,0.0948,1208,all
TRIM31,0.0776,1208,all
TRIM32,0.0106,1208,all
TRIM33,-0.0906,1208,all
TRIM34,0.1856,1208,all
TRIM35,0.1082,1208,all
TRIM36,0.0523,1208,all
TRIM37,-0.3797,1208,all
TRIM38,-0.0211,1208,all
TRIM39,0.0194,1208,all
TRIM4,-0.0313,1208,all
TRIM40,-0.0742,1208,all
TRIM41,-0.0433,1208,all
TRIM42,0.0526,1208,all
TRIM43,-0.3292,1047,all
TRIM44,0.0713,1208,all
TRIM45,-0.1569,1208,all
TRIM46,-0.2658,1208,all
TRIM47,-0.076,1208,all
TRIM48,-0.0908,74,all
TRIM49B,-0.0068,1047,all
TRIM49D1,-0.1105,1090,all
TRIM5,0.0626,1208,all
TRIM50,-0.0858,1208,all
TRIM52,-0.025,1208,all
TRIM54,-0.1951,1208,all
TRIM55,0.0121,1208,all
TRIM56,0.0052,1208,all
TRIM58,0.1166,1208,all
TRIM59,0.1106,1208,all
TRIM6,0.0377,1208,all
TRIM60,0.0661,1208,all
TRIM61,-0.3405,1208,all
TRIM62,-0.0101,1208,all
TRIM63,0.0898,1208,all
TRIM64C,0.0811,77,all
TRIM65,-0.1265,1208,all
TRIM66,0.0192,77,all
TRIM67,-0.0006,1208,all
TRIM68,0.1344,1208,all
TRIM69,0.0016,1208,all
TRIM7,0.0854,1208,all
TRIM71,-0.0737,1208,all
TRIM72,-0.1157,1208,all
TRIM77,0.0024,1208,all
TRIM8,-0.0364,1208,all
TRIM9,-0.2072,1208,all
TRIML1,0.0948,1208,all
TRIML2,0.0965,1208,all
TRIO,-0.12,1208,all
TRIOBP,-0.0614,1208,all
TRIP10,-0.0673,1208,all
TRIP11,-0.0385,1208,all
TRIP12,-0.2014,1208,all
TRIP13,-0.2715,1208,all
TRIP4,-0.1325,1208,all
TRIP6,-0.2384,1208,all
TRIQK,0.1605,1208,all
TRIR,-0.2265,1208,all
TRIT1,-0.3202,1208,all
TRMO,0.0253,1208,all
TRMT1,-0.1981,1208,all
TRMT10A,-0.0799,1208,all
TRMT10B,0.0612,1208,all
TRMT10C,-0.4226,1208,all
TRMT11,-0.0231,1208,all
TRMT112,-2.1221,1208,all
TRMT12,-0.1234,1208,all
TRMT13,0.0448,1208,all
TRMT1L,-0.1313,1208,all
TRMT2A,-0.0815,1208,all
TRMT2B,0.0846,1208,all
TRMT44,0.0687,1208,all
TRMT5,-0.6133,1208,all
TRMT6,-0.4135,1208,all
TRMT61A,-0.2636,1208,all
TRMT61B,-0.1709,1208,all
TRMT9B,0.1349,1208,all
TRMU,-0.0677,1208,all
TRNAU1AP,-0.3378,1208,all
TRNP1,-0.2755,1208,all
TRNT1,-1.5774,1208,all
TRO,0.1565,1208,all
TROAP,-0.2782,1208,all
TRPA1,-0.0227,1208,all
TRPC1,-0.0386,1208,all
TRPC3,0.0464,1208,all
TRPC4,0.0438,1208,all
TRPC4AP,0.035,1208,all
TRPC5,0.0455,1208,all
TRPC5OS,0.04,70,all
TRPC6,-0.0133,1208,all
TRPC7,-0.0577,1208,all
TRPM1,0.027,1208,all
TRPM2,-0.0394,1208,all
TRPM3,0.1165,1208,all
TRPM4,-0.0503,1208,all
TRPM5,-0.05,1208,all
TRPM6,-0.0377,1208,all
TRPM7,-0.7298,1208,all
TRPM8,-0.0806,1208,all
TRPS1,0.1177,1208,all
TRPT1,0.012,1208,all
TRPV1,-0.0958,1208,all
TRPV2,-0.1578,1208,all
TRPV3,0.0859,1208,all
TRPV4,-0.1042,1208,all
TRPV5,0.053,1208,all
TRPV6,-0.025,1208,all
TRRAP,-1.4932,1208,all
TRUB1,0.0762,1208,all
TRUB2,-0.3385,1208,all
TSACC,-0.2464,1208,all
TSBP1,0.0497,1208,all
TSC1,0.028,1208,all
TSC2,-0.0949,1208,all
TSC22D1,-0.0023,1208,all
TSC22D2,-0.4282,1208,all
TSC22D3,0.0519,1207,all
TSC22D4,-0.0497,1208,all
TSEN15,0.0038,1208,all
TSEN2,-0.6442,1208,all
TSEN34,-0.5292,1208,all
TSEN54,-1.0135,1208,all
TSFM,-0.4145,1208,all
TSG101,-1.1035,1208,all
TSGA10,-0.135,1208,all
TSGA10IP,-0.1833,380,all
TSGA13,-0.0033,1208,all
TSHB,-0.1891,1208,all
TSHR,0.1104,1208,all
TSHZ1,0.1065,1208,all
TSHZ2,0.0417,1208,all
TSHZ3,0.0537,1208,all
TSKS,-0.0032,1208,all
TSKU,-0.0323,1208,all
TSLP,0.0481,1208,all
TSN,0.0295,1208,all
TSNARE1,-0.0559,1208,all
TSNAX,-0.0425,1208,all
TSNAXIP1,-0.0441,1208,all
TSPAN1,-0.0757,1208,all
TSPAN10,0.2625,74,all
TSPAN11,-0.1309,1208,all
TSPAN12,0.0863,1208,all
TSPAN13,0.0733,1208,all
TSPAN14,-0.0472,1208,all
TSPAN15,0.0086,1208,all
TSPAN16,-0.0336,1208,all
TSPAN17,-0.0349,1208,all
TSPAN18,-0.0541,1208,all
TSPAN19,0.1156,1208,all
TSPAN2,0.0053,1208,all
TSPAN3,0.1296,1208,all
TSPAN31,-0.2483,1208,all
TSPAN32,0.0412,1208,all
TSPAN33,-0.0663,1208,all
TSPAN4,-0.0325,1208,all
TSPAN5,-0.0001,1208,all
TSPAN6,0.1043,1208,all
TSPAN7,0.0593,1208,all
TSPAN8,0.0135,1208,all
TSPAN9,-0.001,1208,all
TSPEAR,0.0321,1208,all
TSPO,0.0572,1208,all
TSPO2,-0.0087,1208,all
TSPOAP1,-0.0852,1208,all
TSPYL1,-0.0023,1208,all
TSPYL2,0.0385,1208,all
TSPYL4,0.086,1208,all
TSPYL5,-0.4568,1208,all
TSPYL6,-0.0211,1208,all
TSR1,-1.4414,1208,all
TSR2,-1.7002,1208,all
TSR3,-0.0919,1208,all
TSSC4,0.099,1208,all
TSSK1B,-0.0672,1208,all
TSSK2,-0.0425,1208,all
TSSK3,-0.2593,1208,all
TSSK4,-0.2349,1208,all
TSSK6,-0.1758,1208,all
TST,0.0433,1208,all
TSTD1,-0.1138,1208,all
TSTD2,0.0857,1208,all
TSTD3,-0.0009,74,all
TTBK1,-0.1123,1208,all
TTBK2,0.0576,1208,all
TTC1,-1.0183,1208,all
TTC12,0.073,1208,all
TTC13,-0.0643,1208,all
TTC14,-0.199,1208,all
TTC16,0.0799,1208,all
TTC17,0.0256,1208,all
TTC19,-0.1292,1208,all
TTC21A,0.1214,1208,all
TTC21B,-0.0035,1208,all
TTC22,-0.1543,1208,all
TTC23,0.1352,1208,all
TTC23L,0.1087,1208,all
TTC24,-0.1627,1208,all
TTC27,-1.626,1208,all
TTC28,-0.0258,1208,all
TTC29,0.1166,1208,all
TTC3,0.052,1208,all
TTC31,0.0106,1208,all
TTC32,0.0603,1208,all
TTC33,-0.0799,1208,all
TTC34,0.0778,1208,all
TTC36,-0.0516,1208,all
TTC38,-0.0618,1208,all
TTC39A,-0.0823,1208,all
TTC39B,0.1317,1208,all
TTC39C,0.0454,1208,all
TTC4,-0.7658,1208,all
TTC5,-0.176,1208,all
TTC6,0.2289,73,all
TTC7A,-0.2462,1208,all
TTC7B,0.0033,1208,all
TTC8,0.0587,1208,all
TTC9,0.0439,1208,all
TTC9B,0.0335,1208,all
TTC9C,-0.1318,1208,all
TTF1,-0.446,1208,all
TTF2,-0.6422,1208,all
TTI1,-0.9814,1208,all
TTI2,-0.8326,1208,all
TTK,-0.8331,1208,all
TTL,-0.0708,1208,all
TTLL1,-0.0046,1208,all
TTLL10,0.0842,1208,all
TTLL11,-0.1949,1208,all
TTLL12,0.0338,1208,all
TTLL2,-0.002,1208,all
TTLL3,0.0501,383,all
TTLL4,0.0211,1208,all
TTLL5,-0.1333,1208,all
TTLL6,-0.075,1208,all
TTLL7,-0.048,1208,all
TTLL8,-0.0179,70,all
TTLL9,0.1071,1208,all
TTN,-0.052,1208,all
TTPA,0.0477,1208,all
TTPAL,-0.0088,1208,all
TTR,0.1186,1208,all
TTYH1,-0.0064,1208,all
TTYH2,-0.1039,1208,all
TTYH3,0.0051,1208,all
TUB,-0.0842,1208,all
TUBA1A,-0.1626,1165,all
TUBA1B,-0.9831,1208,all
TUBA1C,-0.9341,1045,all
TUBA3C,-0.1804,1208,all
TUBA3D,-0.3278,1047,all
TUBA3E,-0.0376,1047,all
TUBA4A,-0.1954,1208,all
TUBA4B,0.3364,70,all
TUBA8,-0.0684,1208,all
TUBAL3,0.1284,1208,all
TUBB,-1.9554,1208,all
TUBB1,-0.0212,1208,all
TUBB2A,-0.0745,1208,all
TUBB2B,-0.1201,1165,all
TUBB3,-0.0358,1208,all
TUBB4A,-0.2037,1208,all
TUBB4B,-0.4139,1208,all
TUBB6,0.0867,1208,all
TUBB8,0.0079,74,all
TUBD1,-0.4469,1208,all
TUBE1,-0.5947,1208,all
TUBG1,-1.4674,1208,all
TUBG2,-0.2658,1208,all
TUBGCP2,-1.6276,1208,all
TUBGCP3,-1.1203,1208,all
TUBGCP4,-1.1733,1208,all
TUBGCP5,-1.0918,1208,all
TUBGCP6,-0.8379,1208,all
TUFM,-0.3719,1208,all
TUFT1,-0.0646,1208,all
TULP1,-0.1728,1208,all
TULP2,-0.062,1208,all
TULP3,0.1018,1208,all
TULP4,-0.0509,1208,all
TUSC1,0.0495,1208,all
TUSC2,-0.2654,1208,all
TUSC3,0.0312,1208,all
TUT1,-1.7778,1208,all
TUT4,0.0491,1208,all
TUT7,-0.0518,1208,all
TVP23A,-0.019,1208,all
TVP23C,0.2722,69,all
TWF1,-0.4326,1208,all
TWF2,-0.1137,1208,all
TWIST1,0.1047,1208,all
TWIST2,0.0453,1208,all
TWNK,-0.4843,1208,all
TWSG1,0.1425,1208,all
TXK,-0.1265,1208,all
TXLNA,-0.0547,1208,all
TXLNB,0.1362,1208,all
TXLNG,-0.0373,1208,all
TXN,-1.2744,1208,all
TXN2,-0.1923,1208,all
TXNDC11,-0.0472,1208,all
TXNDC12,-0.0596,1208,all
TXNDC15,-0.0308,1208,all
TXNDC16,-0.0045,1208,all
TXNDC17,-0.2064,1208,all
TXNDC2,0.2423,1208,all
TXNDC5,0.1491,1208,all
TXNDC8,-0.0161,1208,all
TXNDC9,-0.2914,1208,all
TXNIP,0.0954,1208,all
TXNL1,-0.0764,1208,all
TXNL4A,-2.7325,1208,all
TXNL4B,-0.7626,1208,all
TXNRD1,-0.5863,1208,all
TXNRD2,-0.0653,1208,all
TXNRD3,0.1555,77,all
TYK2,0.075,1208,all
TYMP,-0.0581,1208,all
TYMS,-0.7925,1208,all
TYR,0.0315,1208,all
TYRO3,-0.2509,1208,all
TYROBP,-0.0415,1208,all
TYRP1,-0.0256,1208,all
TYSND1,-0.0308,1208,all
TYW1,-0.0374,1208,all
TYW1B,-0.157,381,all
TYW3,-0.0329,1208,all
TYW5,-0.0376,1208,all
U2AF1,-1.8715,1208,all
U2AF1L4,-0.0552,1208,all
U2AF2,-1.4684,1208,all
U2SURP,-1.2848,1208,all
UACA,-0.0397,1208,all
UAP1,-0.3593,1208,all
UAP1L1,-0.0076,1208,all
UBA1,-2.1775,1208,all
UBA2,-1.201,1208,all
UBA3,-0.7363,1208,all
UBA5,-0.6299,1208,all
UBA52,-1.3632,1208,all
UBA6,-0.3892,1208,all
UBA7,-0.0971,1208,all
UBAC1,0.0511,1208,all
UBAC2,0.0601,1208,all
UBALD1,-0.154,1208,all
UBALD2,-0.1382,1208,all
UBAP1,-0.7758,1208,all
UBAP1L,-0.0184,1208,all
UBAP2,-0.0936,1208,all
UBAP2L,-0.2474,1208,all
UBASH3A,0.0277,1208,all
UBASH3B,0.0682,1208,all
UBB,-0.2813,1090,all
UBC,-0.3343,382,all
UBD,0.0253,1208,all
UBE2A,-0.1617,1208,all
UBE2B,0.0492,1208,all
